Case #,Incident Code,Report Time,Case Status,Start Occurred,End Occurred,Building,Location 1,Location 2,Stolen,Damaged,Summary
17000001,ALCOHOL - DRUNK,2017-01-01T03:44:00Z,Closed - Non-Criminal Case,2017-01-01T03:44:00Z,,Robert E. Knoll Residence Center,440 N. 17th St.,UNL RESIDENCE HALL,0.0,0.0,A 20 year old student was placed into civil protective custody and transported to The Bridge with a BAC of .207.  No citation issued.
17000008,TRAFFIC - SUSPENDED DRIVER,2017-01-02T19:35:00Z,Closed - Cleared By Arrest-Adult,2017-01-02T19:35:00Z,,N/A,N. Antelope Valley Parkway and Military Road,STREET,0.0,0.0,A vehicle was stopped for a traffic violation. A non-affiliate was cited/lodged for DUS and cited/released for No Insurance.
17000011,VANDALISM - BY GRAFFITI,2017-01-03T09:12:00Z,Closed - Inactive,2016-12-22T08:00:00Z,2017-01-03T08:00:00Z,Facilities Management Complex,"1901 ""Y"" St.",GOVT. LOT/FIELD (UNL),0.0,30.0,Graffiti to a concrete slab in a culvert.
17000017,ALCOHOL - MINOR IN POSSESSION,2017-01-03T16:34:00Z,Closed - Cleared By Arrest-Adult,2017-01-03T16:34:00Z,,The Village,1055 N. 16th St.,UNL RESIDENCE HALL,0.0,0.0,"Student was cited for Minor in Possession, this occurred in The Village."
17000024,LOST OR STOLEN ITEM,2017-01-04T20:47:00Z,Closed - Non-Criminal Case,2017-01-04T17:40:00Z,2017-01-04T20:20:00Z,Campus Recreation Center,841 N. 14th St.,"UNL SUPPORT FACILITY (office, service)",20.0,0.0,Student reported their wallet taken from the Rec Center
17000027,ACCIDENTS - P.D. REPORTABLE,2017-01-05T07:57:00Z,Closed - Inactive,2017-01-05T07:57:00Z,,Schorr Center,"1101 ""T"" St.",GOVT. PARKING LOT (UNL),0.0,1525.0,University vehicle involved in a non-injury accident.
17000032,NARCOTICS - OTHER,2017-01-05T14:26:00Z,Closed - Inactive,,,N/A,,UNKNOWN,0.0,0.0,Report of marijuana use on campus.
17000036,DISTURBANCE - OTHER,2017-01-05T17:15:00Z,Closed - Inactive,2016-12-22T22:28:00Z,,Harper Hall,1150 N. 14th St.,UNL RESIDENCE HALL,0.0,0.0,UPD received a 3rd hand report of a belated disturbance between students.
17000050,LOST OR STOLEN ITEM,2017-01-07T17:47:00Z,Closed - Inactive,2017-01-07T15:00:00Z,2017-01-07T16:30:00Z,Temple Building,"1209 ""R"" St.","UNL SUPPORT FACILITY (office, service)",20.0,0.0,A non-affiliate reports the loss of their wallet and contents. Loss estimated at $60.00.
17000051,NARCOTICS - POSSESSION,2017-01-07T17:54:00Z,Closed - Cleared By Arrest-Adult,2017-01-07T17:54:00Z,,The Village,1055 N. 16th St.,UNL RESIDENCE HALL,0.0,0.0,A student was cited and released for Possession of Drug Paraphernalia after a narcotics complaint at The Village.
17000053,TRAFFIC - SUSPENDED DRIVER,2017-01-08T02:00:00Z,Closed - Cleared By Arrest-Adult,2017-01-08T02:00:00Z,,N/A,Cornhusker Highway and N. 27th Street,STREET,0.0,0.0,"A non-affiliate was contacted on a traffic stop, resulting in a foot pursuit. The suspect was unable to be apprehended at this time.  BC initiated."
17000056,TRAFFIC - SUSPENDED DRIVER,2017-01-08T15:19:00Z,Closed - Cleared By Arrest-Adult,2017-01-08T15:19:00Z,,N/A,Vine Street and N. Antelope Valley Parkway,STREET,0.0,0.0,Non-university affiliate was cited/released for DUS and no proof of insurance.
17000058,TRAFFIC - SUSPENDED DRIVER,2017-01-08T19:56:00Z,Closed - Cleared By Arrest-Adult,2017-01-08T19:56:00Z,,N/A,N. Antelope Valley Parkway and Salt Creek Roadway,STREET,0.0,0.0,Officer identified driver to be suspended using MDT. Cited/released for DUS.
